listing_id,url,make,model,manufactured,reg_date,type_of_vehicle,eco_category,transmission,power,engine_cap,curb_weight,no_of_owners,mileage,price
1007313,https://www.sgcarmart.com/listing/1007313,nissan,note,2018,19-sep-2018,hatchback,uncategorized,auto,58,1198,1048,2,48000,55800
1005615,https://www.sgcarmart.com/listing/1005615,honda,vezel,2019,20-sep-2019,suv,uncategorized,auto,96,1496,1190,1,34000,81800
1031080,https://www.sgcarmart.com/listing/1031080,mercedes-benz,e250,2012,20-mar-2013,luxury sedan,uncategorized,auto,150,1796,1650,99999,126000,58500
1001110,https://www.sgcarmart.com/listing/1001110,mercedes-benz,c160,2020,09-oct-2020,luxury sedan,uncategorized,auto,95,1497,1505,99999,13000,153800
1003808,https://www.sgcarmart.com/listing/1003808,volkswagen,golf,2010,05-oct-2011,sports car,uncategorized,auto,188,1984,1466,3,113129,106800
1029056,https://www.sgcarmart.com/listing/1029056,mercedes-benz,amg,2012,17-oct-2012,sports car,uncategorized,auto,395,5461,1845,2,32182,198000
1027887,https://www.sgcarmart.com/listing/1027887,mitsubishi,lancer,2016,29-aug-2017,mid-sized sedan,uncategorized,auto,86,1590,1284,1,43118,56000
1001770,https://www.sgcarmart.com/listing/1001770,hyundai,elantra,2018,29-aug-2018,mid-sized sedan,uncategorized,auto,93,1591,1345,1,33901,65888
1016154,https://www.sgcarmart.com/listing/1016154,bmw,m3,2018,11-jun-2018,sports car,uncategorized,auto,331,2979,1560,2,33000,313900
1016184,https://www.sgcarmart.com/listing/1016184,hyundai,tucson,2019,13-mar-2020,suv,uncategorized,auto,130,1591,1594,1,10000,112800
1027293,https://www.sgcarmart.com/listing/1027293,bmw,320i,2012,15-feb-2013,luxury sedan,uncategorized,auto,135,1997,1420,2,120000,40000
932770,https://www.sgcarmart.com/listing/932770,citroen,c5,2013,30-jun-2014,luxury sedan,uncategorized,auto,84,1560,1525,2,99813,35800
966297,https://www.sgcarmart.com/listing/966297,toyota,vios,2011,26-aug-2011,mid-sized sedan,uncategorized,auto,80,1497,1095,2,115882,36998
1021682,https://www.sgcarmart.com/listing/1021682,audi,a3,2113,28-nov-2013,hatchback,uncategorized,auto,90,1395,1300,2,102000,38800
993459,https://www.sgcarmart.com/listing/993459,porsche,panamera,2017,21-sep-2017,sports_car,uncategorized,auto,310,3956,2050,1,55000,455800
1022496,https://www.sgcarmart.com/listing/1022496,honda,fit,2008,27-feb-2009,hatchback,uncategorized,auto,73,1339,1010,4,143000,21800
1016031,https://www.sgcarmart.com/listing/1016031,Suzuki,vitara,2016,08-mar-2017,suv,uncategorized,auto,88,1586,1160,1,32703,59800
1008340,https://www.sgcarmart.com/listing/1008340,kia,cerato,2009,16-jun-2009,mid-sized sedan,uncategorized,auto,92,1591,1251,4,200000,19500
1024604,https://www.sgcarmart.com/listing/1024604,honda,shuttle,2018,21-mar-2019,stationwagon,uncategorized,auto,97,1496,1130,1,45239,72800
1026287,https://www.sgcarmart.com/listing/1026287,bmw,x3,2019,22-sep-2020,suv,uncategorized,auto,135,1998,1685,1,15000,194800
1029391,https://www.sgcarmart.com/listing/1029391,bmw,i8,2014,31-jul-2015,sports car,uncategorized,auto,266,1499,1485,3,11000,328888
976319,https://www.sgcarmart.com/listing/976319,toyota,corolla,2019,21-jun-2019,mid-sized sedan,uncategorized,auto,96,1598,1230,1,13172,86800
1009889,https://www.sgcarmart.com/listing/1009889,mercedes-benz,s350,2007,03-jan-2008,luxury sedan,uncategorized,auto,200,3498,1850,2,159800,67800
1028239,https://www.sgcarmart.com/listing/1028239,toyota,sienta,2019,30-may-2019,mpv,uncategorized,auto,80,1496,1320,1,40370,76800
993049,https://www.sgcarmart.com/listing/993049,Honda,city,2018,27-aug-2018,mid-sized sedan,uncategorized,auto,88,1497,1096,1,46819,68800
1016169,https://www.sgcarmart.com/listing/1016169,mercedes-benz,coupe,2015,04-may-2015,sports car,uncategorized,auto,155,1991,1635,1,113000,111777
1023243,https://www.sgcarmart.com/listing/1023243,honda,fit,2008,11-mar-2008,hatchback,uncategorized,auto,73,1339,1010,1,145248,12800
1030534,https://www.sgcarmart.com/listing/1030534,Toyota,estima,2009,16-sep-2009,mpv,uncategorized,auto,125,2362,1710,3,182000,64800
1025721,https://www.sgcarmart.com/listing/1025721,Honda,vezel,2016,19-apr-2017,suv,uncategorized,auto,112,1496,1310,2,70974,66800
979799,https://www.sgcarmart.com/listing/979799,nissan,x-trail,2015,19-aug-2015,suv,uncategorized,auto,106,1997,1626,2,81805,60800
1010593,https://www.sgcarmart.com/listing/1010593,Toyota,sienta,2019,03-mar-2020,mpv,uncategorized,auto,73,1496,1380,1,12444,89800
1025272,https://www.sgcarmart.com/listing/1025272,honda,civic,2008,13-may-2008,mid-sized sedan,uncategorized,auto,103,1799,1219,2,158331,13500
1018155,https://www.sgcarmart.com/listing/1018155,maserati,granturismo,2013,27-nov-2013,sports car,uncategorized,auto,298,4244,1880,1,91000,148800
1004911,https://www.sgcarmart.com/listing/1004911,mitsubishi,evolution,2108,27-mar-2009,sports car,uncategorized,manual,206,1998,1520,3,170000,128000
975017,https://www.sgcarmart.com/listing/975017,mercedes-benz,amg,2012,08-jan-2013,sports_car,uncategorized,auto,395,5461,1845,3,46065,298800
1020294,https://www.sgcarmart.com/listing/1020294,mercedes-benz,c180,2012,03-dec-2012,luxury sedan,uncategorized,auto,115,1595,1485,2,107000,37900
1029938,https://www.sgcarmart.com/listing/1029938,mercedes-benz,c180,2016,11-oct-2016,luxury sedan,uncategorized,auto,115,1595,1425,2,87760,98588
1000767,https://www.sgcarmart.com/listing/1000767,bmw,318i,2011,31-may-2011,luxury sedan,uncategorized,auto,100,1995,1390,2,63732,72822
1022269,https://www.sgcarmart.com/listing/1022269,Honda,jazz,2016,23-mar-2016,hatchback,uncategorized,auto,96,1498,1046,3,92000,46900
1013003,https://www.sgcarmart.com/listing/1013003,honda,city,2017,03-nov-2017,mid-sized sedan,uncategorized,auto,88,1497,1096,99999,112005,58800
1017088,https://www.sgcarmart.com/listing/1017088,Hyundai,elantra,2018,08-feb-2018,mid-sized sedan,uncategorized,auto,93,1591,1345,1,68000,62800
1007113,https://www.sgcarmart.com/listing/1007113,nissan,fairlady,2009,28-may-2009,sports car,uncategorized,auto,245,3696,1505,4,168000,95800
973888,https://www.sgcarmart.com/listing/973888,subaru,forester,2018,05-jul-2018,suv,uncategorized,auto,110,1995,1591,2,45900,79000
1020475,https://www.sgcarmart.com/listing/1020475,honda,jazz,2016,21-nov-2016,hatchback,uncategorized,auto,96,1498,1046,1,74700,58800
1000620,https://www.sgcarmart.com/listing/1000620,honda,vezel,2016,11-jun-2019,suv,uncategorized,auto,112,1496,1280,1,21000,89888
1021435,https://www.sgcarmart.com/listing/1021435,lamborghini,huracan,2019,28-aug-2020,sports car,uncategorized,auto,470,5204,1492,1,4000,1080500
1030452,https://www.sgcarmart.com/listing/1030452,subaru,xv,2012,20-feb-2014,suv,uncategorized,auto,84,1600,1405,1,121400,32800
922344,https://www.sgcarmart.com/listing/922344,mercedes-benz,a200,2020,21-aug-2020,hatchback,uncategorized,auto,120,1332,1375,1,652,181988
1028000,https://www.sgcarmart.com/listing/1028000,toyota,vios,2009,06-may-2009,mid-sized sedan,uncategorized,auto,80,1497,1110,4,190440,19500
1007908,https://www.sgcarmart.com/listing/1007908,Kia,stonic,2019,15-nov-2019,suv,uncategorized,auto,88,998,1185,1,16099,76800
973081,https://www.sgcarmart.com/listing/973081,bmw,730li,2011,24-feb-2012,luxury sedan,uncategorized,auto,190,2996,1855,99999,140000,52000
975504,https://www.sgcarmart.com/listing/975504,honda,shuttle,2016,30-mar-2017,stationwagon,uncategorized,auto,97,1496,1130,2,57900,65800
1024478,https://www.sgcarmart.com/listing/1024478,mercedes-benz,s400l,2015,28-dec-2015,luxury sedan,uncategorized,auto,245,2996,1935,1,106000,181800
1024142,https://www.sgcarmart.com/listing/1024142,toyota,corolla,2019,26-sep-2019,mid-sized sedan,uncategorized,auto,96,1598,1230,1,25328,81800
1030275,https://www.sgcarmart.com/listing/1030275,toyota,previa,2018,27-mar-2019,mpv,uncategorized,auto,125,2362,1775,1,42000,140800
1027695,https://www.sgcarmart.com/listing/1027695,audi,q7,2010,03-jan-2011,suv,uncategorized,auto,200,2995,2250,2,108000,114444
1007966,https://www.sgcarmart.com/listing/1007966,hyundai,avante,2009,02-oct-2009,mid-sized sedan,uncategorized,auto,89,1591,1264,3,156000,43800
1028201,https://www.sgcarmart.com/listing/1028201,bmw,x1,2016,29-nov-2016,suv,uncategorized,auto,141,1998,1485,1,63106,95800
989729,https://www.sgcarmart.com/listing/989729,toyota,prius,2017,13-dec-2017,mpv,uncategorized,auto,100,1797,1460,1,43000,84888
1013311,https://www.sgcarmart.com/listing/1013311,mazda,3,2015,29-dec-2015,mid-sized sedan,uncategorized,auto,88,1496,1321,1,100000,51800
1028995,https://www.sgcarmart.com/listing/1028995,bmw,320i,2013,27-dec-2013,luxury sedan,uncategorized,auto,135,1997,1560,2,88000,61800
1030679,https://www.sgcarmart.com/listing/1030679,hyundai,avante,2009,16-oct-2009,mid-sized sedan,uncategorized,auto,89,1591,1264,4,135000,18500
1012982,https://www.sgcarmart.com/listing/1012982,toyota,vios,2011,12-jul-2011,mid-sized sedan,uncategorized,auto,80,1497,1095,2,117228,36800
1028529,https://www.sgcarmart.com/listing/1028529,bmw,116d,2018,27-apr-2018,hatchback,uncategorized,auto,85,1496,1350,99999,80214,85000
1011079,https://www.sgcarmart.com/listing/1011079,Nissan,fairlady,2007,26-jun-2008,sports car,uncategorized,auto,230,3498,1630,99999,121132,32500
991452,https://www.sgcarmart.com/listing/991452,honda,fit,2019,29-nov-2019,hatchback,uncategorized,auto,73,1317,1030,1,30200,72800
953139,https://www.sgcarmart.com/listing/953139,volvo,v60,2016,16-feb-2017,stationwagon,uncategorized,auto,180,1969,1703,1,85680,85988
1020635,https://www.sgcarmart.com/listing/1020635,toyota,corolla,2015,19-jan-2016,mid-sized sedan,uncategorized,auto,80,1496,1090,1,80598,48300
1011676,https://www.sgcarmart.com/listing/1011676,mercedes-benz,amg,2018,23-jun-2021,suv,uncategorized,auto,375,3982,2080,1,31787,333888
1019190,https://www.sgcarmart.com/listing/1019190,toyota,harrier,2015,16-oct-2015,suv,uncategorized,auto,111,1986,1610,1,78000,69800
1004366,https://www.sgcarmart.com/listing/1004366,mercedes-benz,c200,2014,05-jan-2015,luxury sedan,uncategorized,auto,135,1991,1465,2,113000,80888
1017198,https://www.sgcarmart.com/listing/1017198,mercedes-benz,gla180,2016,23-jan-2017,suv,uncategorized,auto,90,1595,1435,3,86000,90500
1021166,https://www.sgcarmart.com/listing/1021166,honda,freed,2017,22-dec-2017,mpv,uncategorized,auto,101,1496,1430,1,35649,79800
1024352,https://www.sgcarmart.com/listing/1024352,Suzuki,swift,2019,18-apr-2019,hatchback,uncategorized,auto,82,998,940,1,40748,70000
1026351,https://www.sgcarmart.com/listing/1026351,honda,stream,2009,20-oct-2010,mpv,uncategorized,auto,103,1799,1370,2,115700,66380
1005801,https://www.sgcarmart.com/listing/1005801,honda,vezel,2018,26-dec-2020,suv,uncategorized,auto,96,1496,1190,1,6400,96800
1025225,https://www.sgcarmart.com/listing/1025225,Toyota,corolla,2008,17-dec-2008,mid-sized sedan,uncategorized,auto,80,1598,1195,3,108000,47800
1028194,https://www.sgcarmart.com/listing/1028194,hyundai,avante,2019,13-dec-2019,mid-sized sedan,uncategorized,auto,93,1591,1345,1,26563,77800
1022596,https://www.sgcarmart.com/listing/1022596,mercedes-benz,c180,2015,29-jan-2016,luxury sedan,uncategorized,auto,115,1595,1425,1,118000,87800
1022982,https://www.sgcarmart.com/listing/1022982,Audi,a5,2010,31-mar-2010,luxury sedan,uncategorized,auto,155,1984,1615,5,130000,47800
1020322,https://www.sgcarmart.com/listing/1020322,subaru,impreza,2008,30-dec-2008,hatchback,uncategorized,auto,79,1498,1265,4,154000,15900
1025442,https://www.sgcarmart.com/listing/1025442,bmw,523i,2010,24-jun-2010,luxury sedan,uncategorized,auto,150,2497,1650,4,160000,83800
1003093,https://www.sgcarmart.com/listing/1003093,Audi,a3,2017,01-feb-2018,hatchback,uncategorized,auto,85,999,1275,2,79000,81800
1022053,https://www.sgcarmart.com/listing/1022053,bmw,520i,2011,23-dec-2011,luxury sedan,uncategorized,auto,135,1997,1610,4,120256,98588
1030321,https://www.sgcarmart.com/listing/1030321,bmw,z4,2011,30-mar-2012,sports car,uncategorized,auto,135,1997,1495,4,133000,112888
1030872,https://www.sgcarmart.com/listing/1030872,Bmw,216i,2018,15-may-2018,mpv,uncategorized,auto,75,1499,1480,1,76000,95800
1030369,https://www.sgcarmart.com/listing/1030369,Honda,vezel,2116,07-apr-2017,suv,uncategorized,auto,96,1496,1190,1,71760,58888
1020058,https://www.sgcarmart.com/listing/1020058,toyota,corolla,2017,26-dec-2017,mid-sized sedan,uncategorized,auto,96,1598,1230,1,26500,71880
1014342,https://www.sgcarmart.com/listing/1014342,porsche,cayenne,2012,26-apr-2012,suv,uncategorized,auto,245,2995,2315,3,151000,172000
1014633,https://www.sgcarmart.com/listing/1014633,bmw,x1,2011,30-dec-2011,suv,uncategorized,auto,110,1995,1455,3,138204,83998
1018523,https://www.sgcarmart.com/listing/1018523,Mercedes-Benz,e200,2016,24-jan-2017,luxury sedan,uncategorized,auto,135,1991,1605,99999,55000,135988
983537,https://www.sgcarmart.com/listing/983537,Hyundai,tucson,2018,14-jun-2018,suv,uncategorized,auto,130,1591,1594,1,68514,87800
979781,https://www.sgcarmart.com/listing/979781,Mercedes-Benz,amg,2020,12-mar-2021,suv,uncategorized,auto,120,1332,1485,1,2088,159900
1002422,https://www.sgcarmart.com/listing/1002422,toyota,estima,2014,28-apr-2015,mpv,uncategorized,auto,125,2362,1790,1,84682,74800
1021275,https://www.sgcarmart.com/listing/1021275,rolls-royce,ghost,2011,31-may-2013,luxury sedan,uncategorized,auto,420,6592,2435,3,52000,518000
987837,https://www.sgcarmart.com/listing/987837,mercedes-benz,c180,2015,25-sep-2015,luxury sedan,uncategorized,auto,115,1595,1425,2,114660,85800
1009933,https://www.sgcarmart.com/listing/1009933,Audi,a4,2009,25-aug-2009,stationwagon,uncategorized,auto,155,1984,1530,5,150000,94888
942741,https://www.sgcarmart.com/listing/942741,jaguar,xf,2017,22-feb-2019,luxury sedan,uncategorized,auto,147,1997,1777,2,22000,152000
1022106,https://www.sgcarmart.com/listing/1022106,audi,a3,2018,19-jun-2018,luxury_sedan,uncategorized,auto,85,999,1280,1,53275,92800
1024572,https://www.sgcarmart.com/listing/1024572,bmw,530i,2017,27-jun-2017,luxury sedan,uncategorized,auto,185,1998,1540,1,75000,147800
996077,https://www.sgcarmart.com/listing/996077,subaru,forester,2017,30-mar-2017,suv,uncategorized,auto,110,1995,1591,1,92000,66800
1013115,https://www.sgcarmart.com/listing/1013115,mercedes-benz,c180,2015,10-jun-2015,luxury sedan,uncategorized,auto,115,1595,1425,2,89800,79500
1003848,https://www.sgcarmart.com/listing/1003848,kia,cerato,2019,07-nov-2019,mid-sized sedan,uncategorized,auto,93,1591,1287,2,18500,85999
1011228,https://www.sgcarmart.com/listing/1011228,toyota,wish,2017,01-jun-2017,mpv,uncategorized,auto,105,1798,1360,2,106000,71800
1030525,https://www.sgcarmart.com/listing/1030525,Kia,cerato,2010,15-mar-2011,sports car,uncategorized,auto,91,1591,1232,5,123000,34800
1024796,https://www.sgcarmart.com/listing/1024796,mercedes-benz,c180,2009,27-oct-2009,luxury sedan,uncategorized,auto,115,1597,1500,4,148000,66800
993946,https://www.sgcarmart.com/listing/993946,mitsubishi,space,2019,22-jul-2020,hatchback,uncategorized,auto,59,1193,915,1,10000,68800
1023156,https://www.sgcarmart.com/listing/1023156,honda,jazz,2009,17-may-2012,hatchback,uncategorized,auto,73,1339,1090,2,126000,16800
855810,https://www.sgcarmart.com/listing/855810,land rover,discovery,2017,15-aug-2017,suv,uncategorized,auto,110,1999,1945,1,49000,133000
1005157,https://www.sgcarmart.com/listing/1005157,Porsche,911,2009,03-jun-2011,sports_car,uncategorized,auto,283,3800,1670,3,82000,278888
950886,https://www.sgcarmart.com/listing/950886,porsche,boxster,2010,28-jul-2010,sports car,uncategorized,auto,235,3436,1375,99999,45000,288888
1007057,https://www.sgcarmart.com/listing/1007057,Bmw,320i,2017,26-oct-2017,luxury sedan,uncategorized,auto,135,1998,1450,2,72100,114800
998301,https://www.sgcarmart.com/listing/998301,mercedes-benz,c180,2011,01-aug-2011,luxury sedan,uncategorized,auto,115,1796,1495,3,115500,82800
1024380,https://www.sgcarmart.com/listing/1024380,kia,cerato,2018,10-sep-2018,mid-sized sedan,uncategorized,auto,93,1591,1287,1,51000,65800
847431,https://www.sgcarmart.com/listing/847431,honda,vezel,2018,27-feb-2019,suv,uncategorized,auto,96,1496,1190,1,800,77988
1028791,https://www.sgcarmart.com/listing/1028791,mercedes-benz,c200,2014,02-jan-2015,luxury sedan,uncategorized,auto,135,1991,1465,1,119000,71000
1026055,https://www.sgcarmart.com/listing/1026055,mercedes-benz,sl350,2013,14-oct-2013,sports car,uncategorized,auto,225,3498,1685,4,79888,188000
967744,https://www.sgcarmart.com/listing/967744,toyota,rav4,2020,09-feb-2021,suv,uncategorized,auto,160,2487,1650,1,652,156988
1011065,https://www.sgcarmart.com/listing/1011065,honda,vezel,2016,01-aug-2016,suv,uncategorized,auto,96,1496,1190,1,69278,58800
963897,https://www.sgcarmart.com/listing/963897,porsche,cayenne,2020,13-nov-2020,suv,uncategorized,auto,250,2995,2105,1,88,452888
999401,https://www.sgcarmart.com/listing/999401,mercedes-benz,coupe,2019,04-apr-2020,suv,uncategorized,auto,190,1991,1795,1,14700,237800
969129,https://www.sgcarmart.com/listing/969129,bmw,640i,2011,29-sep-2011,sports car,uncategorized,auto,235,2979,1660,6,119500,122800
996944,https://www.sgcarmart.com/listing/996944,opel,grandland,2018,26-jun-2018,suv,uncategorized,auto,96,1199,1295,1,67443,88800
1019055,https://www.sgcarmart.com/listing/1019055,honda,city,2019,10-apr-2019,mid-sized sedan,uncategorized,auto,88,1497,1096,1,24470,73888
1018553,https://www.sgcarmart.com/listing/1018553,toyota,c-hr,2018,12-oct-2020,suv,uncategorized,auto,90,1797,1440,1,10000,109800
1019758,https://www.sgcarmart.com/listing/1019758,Nissan,serena,2020,27-jul-2020,mpv,uncategorized,auto,100,1198,1758,1,20000,126200
1025100,https://www.sgcarmart.com/listing/1025100,Bmw,740i,2112,21-nov-2012,luxury sedan,uncategorized,auto,235,2979,1825,99999,140000,138800
1023698,https://www.sgcarmart.com/listing/1023698,toyota,aqua,2015,10-dec-2015,hatchback,uncategorized,auto,73,1496,1080,2,85000,41500
1007287,https://www.sgcarmart.com/listing/1007287,bmw,640i,2011,23-may-2012,sports car,uncategorized,auto,235,2979,1660,3,89000,144000
1030149,https://www.sgcarmart.com/listing/1030149,Mitsubishi,lancer,2014,15-dec-2014,mid-sized sedan,uncategorized,auto,86,1590,1289,1,74000,37800
1030739,https://www.sgcarmart.com/listing/1030739,Mercedes-Benz,cla180,2015,04-mar-2016,luxury sedan,uncategorized,auto,90,1595,1430,2,92568,78998
1023512,https://www.sgcarmart.com/listing/1023512,Subaru,xv,2018,18-mar-2019,suv,uncategorized,auto,115,1995,1489,1,17268,85800
1006240,https://www.sgcarmart.com/listing/1006240,lexus,es,2017,21-dec-2017,luxury sedan,uncategorized,auto,135,2494,1615,1,62000,124800
1019981,https://www.sgcarmart.com/listing/1019981,Toyota,vellfire,2015,25-feb-2016,mpv,uncategorized,auto,134,2493,2000,1,55126,105777
998176,https://www.sgcarmart.com/listing/998176,Mercedes-Benz,a180,2016,25-jul-2016,hatchback,uncategorized,auto,90,1595,1395,2,50000,75800
1030503,https://www.sgcarmart.com/listing/1030503,audi,a3,2019,23-mar-2021,luxury sedan,uncategorized,auto,85,999,1280,99999,10000,115000
1001562,https://www.sgcarmart.com/listing/1001562,porsche,macan,2015,06-oct-2015,suv,uncategorized,auto,250,2997,1940,2,53000,194800
1029659,https://www.sgcarmart.com/listing/1029659,audi,a8,2014,30-mar-2015,mid-sized sedan,uncategorized,auto,228,2995,1955,3,44000,136888
1024742,https://www.sgcarmart.com/listing/1024742,toyota,camry,2108,11-nov-2008,luxury_sedan,uncategorized,auto,108,1998,1530,5,187000,20500
1026264,https://www.sgcarmart.com/listing/1026264,Honda,jazz,2016,28-feb-2017,hatchback,uncategorized,auto,73,1318,1040,1,69000,56800
1020614,https://www.sgcarmart.com/listing/1020614,bmw,216d,2016,23-nov-2016,hatchback,uncategorized,auto,85,1496,1395,1,103000,67800
994402,https://www.sgcarmart.com/listing/994402,Mercedes-Benz,b180,2009,04-nov-2009,hatchback,uncategorized,auto,85,1699,1285,5,121000,57900
981327,https://www.sgcarmart.com/listing/981327,bmw,535i,2013,11-aug-2015,luxury sedan,uncategorized,auto,225,2979,2015,2,103000,127000
1017988,https://www.sgcarmart.com/listing/1017988,bmw,520i,2019,30-dec-2019,luxury sedan,uncategorized,auto,135,1998,1540,2,23000,183800
1024934,https://www.sgcarmart.com/listing/1024934,mercedes-benz,s400l,2014,22-jul-2014,luxury sedan,uncategorized,auto,245,2996,1935,2,150000,146800
1023681,https://www.sgcarmart.com/listing/1023681,audi,q7,2015,30-sep-2015,suv,uncategorized,auto,245,2995,2105,2,144201,149900
1025220,https://www.sgcarmart.com/listing/1025220,toyota,harrier,2015,25-may-2016,suv,uncategorized,auto,111,1986,1610,1,55000,79800
1029657,https://www.sgcarmart.com/listing/1029657,Toyota,harrier,2019,31-oct-2019,suv,uncategorized,auto,170,1998,1695,1,41000,125800
1031238,https://www.sgcarmart.com/listing/1031238,lexus,rx,2010,16-apr-2010,suv,uncategorized,auto,220,3456,2110,2,134000,80800
1004858,https://www.sgcarmart.com/listing/1004858,volkswagen,scirocco,2012,12-jul-2012,sports car,uncategorized,auto,118,1390,1285,1,143700,27800
1030645,https://www.sgcarmart.com/listing/1030645,toyota,picnic,2009,25-nov-2009,mpv,uncategorized,auto,110,1998,1540,99999,114600,49800
1014650,https://www.sgcarmart.com/listing/1014650,toyota,corolla,2006,17-jan-2007,mid-sized sedan,uncategorized,auto,81,1598,1115,3,157800,34800
990648,https://www.sgcarmart.com/listing/990648,Lexus,is,2009,11-jun-2009,luxury sedan,uncategorized,auto,153,2500,1625,4,130000,82000
1008232,https://www.sgcarmart.com/listing/1008232,volkswagen,jetta,2015,18-sep-2015,mid-sized sedan,uncategorized,auto,90,1390,1417,3,127000,51500
1022047,https://www.sgcarmart.com/listing/1022047,honda,fit,2019,15-jan-2021,hatchback,uncategorized,auto,73,1317,1030,1,26000,79000
1018834,https://www.sgcarmart.com/listing/1018834,lotus,europa,2006,19-may-2010,sports car,uncategorized,manual,147,1998,995,2,62000,128800
1018817,https://www.sgcarmart.com/listing/1018817,lexus,is,2018,14-jun-2018,luxury sedan,uncategorized,auto,180,1998,1620,1,10000,134999
1010511,https://www.sgcarmart.com/listing/1010511,mercedes-benz,c160,2020,23-dec-2020,luxury sedan,uncategorized,auto,95,1497,1505,1,19178,157800
1023495,https://www.sgcarmart.com/listing/1023495,honda,vezel,2016,13-jun-2017,suv,uncategorized,auto,96,1496,1190,1,65000,63800
969474,https://www.sgcarmart.com/listing/969474,peugeot,5008,2012,28-nov-2012,mpv,uncategorized,auto,115,1598,1540,2,118000,28800
1000730,https://www.sgcarmart.com/listing/1000730,mercedes-benz,glc250,2016,15-dec-2016,suv,uncategorized,auto,155,1991,1735,2,49000,138800
1013953,https://www.sgcarmart.com/listing/1013953,honda,e,2019,26-mar-2019,mpv,uncategorized,auto,129,2356,1776,1,56000,128800
1026008,https://www.sgcarmart.com/listing/1026008,bmw,118i,2120,26-nov-2020,hatchback,uncategorized,auto,103,1499,1320,1,8481,132800
1022149,https://www.sgcarmart.com/listing/1022149,mini,cooper,2006,30-dec-2006,hatchback,uncategorized,auto,85,1598,1125,99999,170000,39888
967590,https://www.sgcarmart.com/listing/967590,bmw,m6,2012,30-jun-2015,sports car,uncategorized,auto,412,4395,1850,2,59600,248888
1019891,https://www.sgcarmart.com/listing/1019891,volvo,xc60,2019,15-jan-2020,mid-sized sedan,uncategorized,auto,300,1969,2127,99999,43000,218500
1026071,https://www.sgcarmart.com/listing/1026071,toyota,corolla,2008,27-nov-2008,mid-sized sedan,uncategorized,auto,80,1598,1195,3,143000,45800
988082,https://www.sgcarmart.com/listing/988082,mclaren,650s,2014,29-jun-2015,sports car,uncategorized,auto,478,3798,1474,2,15188,568000
1013605,https://www.sgcarmart.com/listing/1013605,toyota,corolla,2011,22-jul-2011,mid-sized sedan,uncategorized,auto,90,1598,1195,2,116000,38700
1019781,https://www.sgcarmart.com/listing/1019781,mercedes-benz,glc200,2017,15-jan-2018,suv,uncategorized,auto,135,1991,1705,1,40555,146500
930900,https://www.sgcarmart.com/listing/930900,kia,cerato,2017,04-aug-2017,mid-sized sedan,uncategorized,auto,95,1591,1295,2,83477,55800
1004377,https://www.sgcarmart.com/listing/1004377,mitsubishi,outlander,2016,28-jun-2016,suv,uncategorized,auto,123,2360,1530,99999,104936,67800
967264,https://www.sgcarmart.com/listing/967264,ferrari,f430,2007,03-jun-2008,sports_car,uncategorized,auto,357,4308,1450,6,43500,282000
1022372,https://www.sgcarmart.com/listing/1022372,Bmw,218i,2016,29-jun-2017,mpv,uncategorized,auto,100,1499,1550,1,78000,84800
1016291,https://www.sgcarmart.com/listing/1016291,bmw,x3,2012,08-mar-2013,suv,uncategorized,auto,135,1997,1705,2,108000,53800
999670,https://www.sgcarmart.com/listing/999670,volkswagen,touran,2020,11-dec-2020,mpv,uncategorized,auto,110,1395,1478,1,2000,147800
1027968,https://www.sgcarmart.com/listing/1027968,toyota,harrier,2017,31-oct-2017,suv,uncategorized,auto,170,1998,1695,2,79760,103800
947263,https://www.sgcarmart.com/listing/947263,bmw,530e,2018,30-nov-2018,luxury sedan,uncategorized,auto,185,1998,1770,1,29553,186000
1002469,https://www.sgcarmart.com/listing/1002469,Toyota,wish,2016,15-sep-2016,mpv,uncategorized,auto,105,1797,1350,3,61012,66800
1028175,https://www.sgcarmart.com/listing/1028175,toyota,sienta,2017,30-jan-2018,mpv,uncategorized,auto,79,1496,1325,1,5458,59800
1000660,https://www.sgcarmart.com/listing/1000660,mercedes-benz,a180,2015,07-oct-2015,hatchback,uncategorized,auto,90,1595,1395,2,95000,62300
1013221,https://www.sgcarmart.com/listing/1013221,mercedes-benz,c180,2019,31-aug-2020,luxury sedan,uncategorized,auto,115,1497,1520,1,9000,172800
1023258,https://www.sgcarmart.com/listing/1023258,Volkswagen,passat,2020,01-apr-2021,luxury_sedan,uncategorized,auto,140,1984,1530,1,6500,142988
1010140,https://www.sgcarmart.com/listing/1010140,skoda,kodiaq,2018,19-oct-2018,suv,uncategorized,auto,110,1395,1604,1,51000,108000
969033,https://www.sgcarmart.com/listing/969033,maxus,g10,2018,28-dec-2020,mpv,uncategorized,auto,160,1995,2100,1,700,135888
1019027,https://www.sgcarmart.com/listing/1019027,bmw,activehybrid,2012,28-sep-2012,luxury_sedan,uncategorized,auto,250,2979,1850,2,111598,47800
1005055,https://www.sgcarmart.com/listing/1005055,mercedes-benz,coupe,2010,06-jan-2011,sports car,uncategorized,auto,150,1796,1575,5,160000,88800
1027176,https://www.sgcarmart.com/listing/1027176,volvo,v40,2015,30-oct-2015,hatchback,uncategorized,auto,180,1969,1542,1,78600,73000
1014248,https://www.sgcarmart.com/listing/1014248,Bmw,x5,2010,14-oct-2010,suv,uncategorized,auto,225,2979,2070,3,144000,107800
1016301,https://www.sgcarmart.com/listing/1016301,mazda,2,2019,30-sep-2020,luxury sedan,uncategorized,auto,121,1998,1514,1,9000,104000
